Start date and time: Tue Aug 16 01:13:20 2022
End date and time: Tue Apr  4 14:46:40 2023
Wed Mar 29 23:00:00 2023 | 1809.1 | 1809.25 | 1802.1 | 1803.05 | 12787 | 7.07982879 | 

Wed Mar 29 22:00:00 2023 | 1804.2 | 1811.6 | 1803.15 | 1809.1 | 12282 | 6.80155243 | 

Wed Mar 29 21:00:00 2023 | 1798.35 | 1806.1 | 1795.7 | 1804.2 | 12482 | 6.93125512 | 

Wed Mar 29 20:00:00 2023 | 1792.85 | 1803.65 | 1792.8 | 1798.35 | 12093 | 6.72170188 | 

Wed Mar 29 19:00:00 2023 | 1808.2 | 1808.4 | 1792.1 | 1792.85 | 12484 | 6.93083324 | 

Wed Mar 29 18:00:00 2023 | 1796.2 | 1809.3 | 1794.5 | 1808.2 | 12882 | 7.14094887 | 

Wed Mar 29 17:00:00 2023 | 1808.6 | 1815.9 | 1793 | 1796.2 | 29048 | 16.1113987 | 

Wed Mar 29 16:00:00 2023 | 1811.75 | 1813.6 | 1805.15 | 1808.6 | 36461 | 20.14132095 | 

Wed Mar 29 15:00:00 2023 | 1811.15 | 1812.9 | 1802.85 | 1811.75 | 12633 | 6.98692473 | 

Wed Mar 29 14:00:00 2023 | 1811.5 | 1812.05 | 1806 | 1811.15 | 60699 | 33.52366188 | 

Wed Mar 29 13:00:00 2023 | 1815.6 | 1817.6 | 1809.45 | 1811.5 | 13484 | 7.4311548 | 

Wed Mar 29 12:00:00 2023 | 1821.05 | 1825.25 | 1815.2 | 1815.6 | 12123 | 6.66030892 | 

Wed Mar 29 11:00:00 2023 | 1805.1 | 1826.45 | 1801.35 | 1821.05 | 39626 | 21.84433527 | 

Wed Mar 29 10:00:00 2023 | 1804.35 | 1811.55 | 1803.7 | 1805.1 | 12858 | 7.11624373 | 

Wed Mar 29 09:00:00 2023 | 1790.05 | 1816.5 | 1787.5 | 1804.35 | 100600 | 55.78527887 | 

Wed Mar 29 08:00:00 2023 | 1792.1 | 1795.1 | 1788.65 | 1790.05 | 12649 | 7.06200045 | 

Wed Mar 29 07:00:00 2023 | 1778.5 | 1797.15 | 1778.45 | 1792.1 | 19408 | 10.84466065 | 

Wed Mar 29 06:00:00 2023 | 1780.05 | 1780.7 | 1775.55 | 1778.5 | 12669 | 7.12253505 | 

Wed Mar 29 05:00:00 2023 | 1779.3 | 1782.75 | 1777.45 | 1780.05 | 13102 | 7.36098545 | 

Wed Mar 29 04:00:00 2023 | 1775.9 | 1788.35 | 1775.7 | 1779.3 | 12748 | 7.16011417 | 

Wed Mar 29 03:00:00 2023 | 1772.9 | 1778.1 | 1772.9 | 1775.9 | 12238 | 6.89427539 | 

Wed Mar 29 02:00:00 2023 | 1770.45 | 1777.6 | 1770.4 | 1772.9 | 12380 | 6.97710122 | 

Wed Mar 29 01:00:00 2023 | 1769.25 | 1773.15 | 1767.75 | 1770.45 | 12945 | 7.31088015 | 

Wed Mar 29 00:00:00 2023 | 1775 | 1775.6 | 1765.25 | 1769.25 | 16607 | 9.38338226 | 

Tue Mar 28 23:00:00 2023 | 1785.8 | 1788.1 | 1774.25 | 1775 | 31878 | 17.92182255 | 

Tue Mar 28 22:00:00 2023 | 1776.95 | 1795.1 | 1767.35 | 1785.8 | 80286 | 45.06172247 | 

Tue Mar 28 21:00:00 2023 | 1736.05 | 1779 | 1735.1 | 1776.95 | 291102 | 166.53923635 | 

Tue Mar 28 20:00:00 2023 | 1734.8 | 1738.3 | 1729.05 | 1736.05 | 18837 | 10.86892261 | 

Tue Mar 28 19:00:00 2023 | 1744.25 | 1745.65 | 1732.9 | 1734.8 | 12152 | 6.99412636 | 

Tue Mar 28 18:00:00 2023 | 1740.35 | 1745.8 | 1736.9 | 1744.25 | 12251 | 7.03502081 | 

Tue Mar 28 17:00:00 2023 | 1736.65 | 1749.15 | 1735.9 | 1740.35 | 36837 | 21.14852906 | 

Tue Mar 28 16:00:00 2023 | 1736.95 | 1744 | 1731.15 | 1736.65 | 31864 | 18.34485781 | 

Tue Mar 28 15:00:00 2023 | 1746.3 | 1750.45 | 1731.4 | 1736.95 | 24290 | 13.9351796 | 

Tue Mar 28 14:00:00 2023 | 1717 | 1751.25 | 1716.95 | 1746.3 | 50960 | 29.39081619 | 

Tue Mar 28 13:00:00 2023 | 1719.75 | 1721.9 | 1712.5 | 1717 | 22076 | 12.8617585 | 

Tue Mar 28 12:00:00 2023 | 1728 | 1728.8 | 1717.5 | 1719.75 | 11744 | 6.81143488 | 

Tue Mar 28 11:00:00 2023 | 1725.05 | 1729.15 | 1722.3 | 1728 | 13135 | 7.6141195 | 

Tue Mar 28 10:00:00 2023 | 1731.9 | 1733.7 | 1725 | 1725.05 | 14980 | 8.66232291 | 

Tue Mar 28 09:00:00 2023 | 1722.3 | 1734.7 | 1722.25 | 1731.9 | 64326 | 37.18185733 | 

Tue Mar 28 08:00:00 2023 | 1717.8 | 1723.1 | 1714.85 | 1722.3 | 11812 | 6.87510044 | 

Tue Mar 28 07:00:00 2023 | 1711.95 | 1717.8 | 1710.8 | 1717.8 | 29147 | 17.01354574 | 

Tue Mar 28 06:00:00 2023 | 1713.5 | 1713.75 | 1709.65 | 1711.95 | 12479 | 7.28835631 | 

Tue Mar 28 05:00:00 2023 | 1717.55 | 1718.85 | 1710.95 | 1713.5 | 12824 | 7.47874348 | 

Tue Mar 28 04:00:00 2023 | 1706.95 | 1726.65 | 1702.9 | 1717.55 | 13996 | 8.16706491 | 

Tue Mar 28 03:00:00 2023 | 1714.65 | 1716.55 | 1706.75 | 1706.95 | 11567 | 6.75074671 | 

Tue Mar 28 02:00:00 2023 | 1708.95 | 1745 | 1707.4 | 1714.65 | 93961 | 54.9261185 | 

Tue Mar 28 01:00:00 2023 | 1713 | 1714.6 | 1707.4 | 1708.95 | 61612 | 36.03294191 | 

Tue Mar 28 00:00:00 2023 | 1707.6 | 1717.25 | 1706.05 | 1713 | 11646 | 6.80864138 | 

Mon Mar 27 23:00:00 2023 | 1703.6 | 1708.85 | 1698.25 | 1707.6 | 11910 | 6.98413057 | 

Mon Mar 27 22:00:00 2023 | 1715.8 | 1719.55 | 1702.05 | 1703.6 | 12344 | 7.20661109 | 

Mon Mar 27 21:00:00 2023 | 1707 | 1719.15 | 1706.75 | 1715.8 | 12393 | 7.22919269 | 

Mon Mar 27 20:00:00 2023 | 1717.1 | 1720.6 | 1706.15 | 1707 | 12183 | 7.10976201 | 

Mon Mar 27 19:00:00 2023 | 1711.6 | 1731.75 | 1710.15 | 1717.1 | 22255 | 12.93402937 | 

Mon Mar 27 18:00:00 2023 | 1722.85 | 1782.5 | 1688.8 | 1711.6 | 367237 | 215.52645779 | 

Mon Mar 27 17:00:00 2023 | 1754.45 | 1757.75 | 1722.85 | 1722.85 | 124087 | 71.26917398 | 

Mon Mar 27 16:00:00 2023 | 1755.9 | 1764.25 | 1750.9 | 1754.45 | 24976 | 14.21644738 | 

Mon Mar 27 15:00:00 2023 | 1765.95 | 1769.65 | 1753.3 | 1755.9 | 25357 | 14.38529582 | 

Mon Mar 27 14:00:00 2023 | 1765.75 | 1770 | 1763.7 | 1765.95 | 52503 | 29.71102734 | 

Mon Mar 27 13:00:00 2023 | 1764.9 | 1767.3 | 1760.8 | 1765.75 | 26756 | 15.16839813 | 

Mon Mar 27 12:00:00 2023 | 1757.1 | 1766.1 | 1755.3 | 1764.9 | 19515 | 11.09210915 | 

Mon Mar 27 11:00:00 2023 | 1753.05 | 1759.5 | 1750.75 | 1757.1 | 743596 | 423.99229799 | 

Mon Mar 27 10:00:00 2023 | 1754.5 | 1755 | 1750 | 1753.05 | 12389 | 7.06540556 | 

Mon Mar 27 09:00:00 2023 | 1750.85 | 1755.3 | 1747.65 | 1754.5 | 12336 | 7.03647413 | 

Mon Mar 27 08:00:00 2023 | 1766.4 | 1766.55 | 1747.5 | 1750.85 | 22740 | 12.93029601 | 

Mon Mar 27 07:00:00 2023 | 1765.05 | 1768.9 | 1765.05 | 1766.4 | 306180 | 173.45902395 | 

Mon Mar 27 06:00:00 2023 | 1765.1 | 1765.1 | 1763.25 | 1765.05 | 13967 | 7.91407728 | 

Mon Mar 27 05:00:00 2023 | 1764.35 | 1795 | 1687.5 | 1765.1 | 1769066 | 1014.93440821 | 

Mon Mar 27 04:00:00 2023 | 1779.75 | 1781.15 | 1764.1 | 1764.35 | 12678 | 7.16146684 | 

Mon Mar 27 03:00:00 2023 | 1774.95 | 1781.1 | 1773.1 | 1779.75 | 12349 | 6.94990595 | 

Mon Mar 27 02:00:00 2023 | 1776.65 | 1782.5 | 1773.75 | 1774.95 | 12503 | 7.03009197 | 

Mon Mar 27 01:00:00 2023 | 1764.95 | 1778.9 | 1762.75 | 1776.65 | 114974 | 64.98848533 | 

Mon Mar 27 00:00:00 2023 | 1760.8 | 1764.95 | 1758.4 | 1764.95 | 13242 | 7.52099641 | 

Sun Mar 26 23:00:00 2023 | 1766.8 | 1769.5 | 1755.55 | 1760.8 | 12449 | 7.0584553 | 

Sun Mar 26 22:00:00 2023 | 1767.2 | 1770.3 | 1765.1 | 1766.8 | 12959 | 7.3339436 | 

Sun Mar 26 21:00:00 2023 | 1767.5 | 1772.55 | 1765.25 | 1767.2 | 12937 | 7.31978922 | 

Sun Mar 26 20:00:00 2023 | 1757.25 | 1768.9 | 1756.9 | 1767.5 | 12350 | 6.99839747 | 

Sun Mar 26 19:00:00 2023 | 1765.4 | 1768.4 | 1757.25 | 1757.25 | 12801 | 7.25857409 | 

Sun Mar 26 18:00:00 2023 | 1763.15 | 1770.2 | 1761.75 | 1765.4 | 12141 | 6.87446647 | 

Sun Mar 26 17:00:00 2023 | 1797.4 | 1798.2 | 1711.85 | 1763.15 | 183479 | 104.17021203 | 

Sun Mar 26 16:00:00 2023 | 1776.95 | 1803.35 | 1711.85 | 1797.4 | 413704 | 232.69711947 | 

Sun Mar 26 15:00:00 2023 | 1779.4 | 1783.1 | 1772.5 | 1776.95 | 72898 | 41.04829746 | 

Sun Mar 26 14:00:00 2023 | 1772.15 | 1782.95 | 1769.25 | 1779.4 | 38116 | 21.46033641 | 

Sun Mar 26 13:00:00 2023 | 1775.5 | 1776.4 | 1768.05 | 1772.15 | 65332 | 36.81070317 | 

Sun Mar 26 12:00:00 2023 | 1776.15 | 1783.6 | 1772.95 | 1775.5 | 12204 | 6.86974087 | 

Sun Mar 26 11:00:00 2023 | 1753.65 | 1786.7 | 1750.9 | 1776.15 | 148314 | 83.63783309 | 

Sun Mar 26 10:00:00 2023 | 1752.6 | 1756.6 | 1752.2 | 1753.65 | 12175 | 6.94193722 | 

